SMILES,Name,InChI,Formula,MW,LogP,pKd,Structure,Synthesize,Chemical,SA_Score,SA_Score_Binary,Dataset,ID
C=CC1=C(C=C)N=C(C2=NC(CC(=O)O)=NN2)C(I)=C1,4/000000076,"InChI=1S/C13H11IN4O2/c1-3-7-5-8(14)12(15-9(7)4-2)13-16-10(17-18-13)6-11(19)20/h3-5H,1-2,6H2,(H,19,20)(H,16,17,18)",C13H11N4O2I,382.0,2.66,4.71,6.49,21.8,-120.0,3.676030200985843,1,HIGHDIVERSITY_CONCAT,HighDiv_265
CCCC1=CC(C2=CC(O)=C(F)C=C2N=O)=C(CF)N1,6/000000151,"InChI=1S/C14H14F2N2O2/c1-2-3-8-4-9(13(7-15)17-8)10-5-14(19)11(16)6-12(10)18-20/h4-6,17,19H,2-3,7H2,1H3",C14H14N2O2F2,280.0,3.16,4.71,5.12,21.8,-140.0,3.4563295016851434,1,HIGHDIVERSITY_CONCAT,HighDiv_266
NCC1=C(Br)C(N=O)=CC(C(=O)C2=CNC=C2)=C1,12/000000577,"InChI=1S/C12H10BrN3O2/c13-11-9(5-14)3-8(4-10(11)16-18)12(17)7-1-2-15-6-7/h1-4,6,15H,5,14H2/p+1",C12H11N3O2Br,309.0,1.75,4.71,4.43,2.48,0.0,3.790172349068838,1,HIGHDIVERSITY_CONCAT,HighDiv_267
CN[C@@H](O)CCC(=O)OC1=CC(C(=O)O)=CC(ON)=C1Br,12/000001419,"InChI=1S/C12H15BrN2O6/c1-15-9(16)2-3-10(17)20-7-4-6(12(18)19)5-8(21-14)11(7)13/h4-5,9,15-16H,2-3,14H2,1H3,(H,18,19)/t9-/m0/s1",C12H15N2O6Br,363.0,0.02,4.71,6.43,19.7,-200.0,3.4042379001427365,1,HIGHDIVERSITY_CONCAT,HighDiv_268
O=C1NCCN1C1=CC(O)=CC(C#CCCC2=CNC=NC2)=C1,28/000000106,"InChI=1S/C17H18N4O2/c22-16-8-13(3-1-2-4-14-10-18-12-19-11-14)7-15(9-16)21-6-5-20-17(21)23/h7-10,12,22H,2,4-6,11H2,(H,18,19)(H,20,23)",C17H18N4O2,310.0,0.83,4.71,2.43,23.3,-120.0,3.611459864822283,1,HIGHDIVERSITY_CONCAT,HighDiv_269
C=CCCSCC1=C(Cl)C(O)=CC(N2CCNC2=O)=C1,28/000000427,"InChI=1S/C14H17ClN2O2S/c1-2-3-6-20-9-10-7-11(8-12(18)13(10)15)17-5-4-16-14(17)19/h2,7-8,18H,1,3-6,9H2,(H,16,19)",C14H17N2O2SCl,312.0,2.51,4.71,4.57,19.0,-120.0,3.052860850336492,1,HIGHDIVERSITY_CONCAT,HighDiv_270
CC(=O)NC[C@@H](O)COC1=C(Br)C(ON)=CC(C(=O)O)=C1,12/000001386,"InChI=1S/C12H15BrN2O6/c1-6(16)15-4-8(17)5-20-9-2-7(12(18)19)3-10(21-14)11(9)13/h2-3,8,17H,4-5,14H2,1H3,(H,15,16)(H,18,19)/t8-/m1/s1",C12H15N2O6Br,363.0,-0.29,4.71,6.44,19.7,-200.0,3.0558933946482316,1,HIGHDIVERSITY_CONCAT,HighDiv_271
O=C1C=C([C@@H](/C=C/C2=CC(F)=CC(Cl)=C2O)CO)C(=O)N1,30/000000038,"InChI=1S/C14H11ClFNO4/c15-11-4-9(16)3-7(13(11)20)1-2-8(6-18)10-5-12(19)17-14(10)21/h1-5,8,18,20H,6H2,(H,17,19,21)/b2-1+/t8-/m0/s1",C14H11NO4FCl,311.0,1.06,4.71,3.47,5.21,-150.0,3.735221185278653,1,HIGHDIVERSITY_CONCAT,HighDiv_272
CC/C=C(\CS)C(=O)C1=CC(N=O)=C(Br)C=C1O,12/000000509,"InChI=1S/C12H12BrNO3S/c1-2-3-7(6-18)12(16)8-4-10(14-17)9(13)5-11(8)15/h3-5,15,18H,2,6H2,1H3/b7-3+",C12H12NO3SBr,330.0,2.94,4.71,3.48,2.35,-60.0,3.5783192721457615,1,HIGHDIVERSITY_CONCAT,HighDiv_273
O=NC(=O)C1=CC(CONC(=O)CCCl)=C(Br)C(CO)=C1,12/000000037,"InChI=1S/C12H12BrClN2O5/c13-11-8(5-17)3-7(12(19)15-20)4-9(11)6-21-16-10(18)1-2-14/h3-4,17H,1-2,5-6H2,(H,16,18)",C12H12N2O5ClBr,379.0,1.72,4.7,6.43,21.8,-30.0,3.1472233775171894,1,HIGHDIVERSITY_CONCAT,HighDiv_274
NNCC1=NC=C([C@H](O)C#CC2=CC(S)=C(S)C=C2Br)C=N1,29/000000048,"InChI=1S/C14H13BrN4OS2/c15-10-4-13(22)12(21)3-8(10)1-2-11(20)9-5-17-14(7-19-16)18-6-9/h3-6,11,19-22H,7,16H2/t11-/m1/s1",C14H13N4OS2Br,397.0,1.69,4.7,3.87,3.7,-170.0,4.231814574386065,1,HIGHDIVERSITY_CONCAT,HighDiv_275
O=C(CS)[C@H](CCO)CCC1=C(Cl)C(Cl)=CC=C1O,19/000000023,"InChI=1S/C13H16Cl2O3S/c14-10-3-4-11(17)9(13(10)15)2-1-8(5-6-16)12(18)7-19/h3-4,8,16-17,19H,1-2,5-7H2/t8-/m0/s1",C13H16O3SCl2,322.0,2.74,4.7,5.03,3.58,-150.0,3.4036244126339223,1,HIGHDIVERSITY_CONCAT,HighDiv_276
CCCCCCCC1=CC(O)=CC(N2CCNC2=O)=C1,28/000000367,"InChI=1S/C16H24N2O2/c1-2-3-4-5-6-7-13-10-14(12-15(19)11-13)18-9-8-17-16(18)20/h10-12,19H,2-9H2,1H3,(H,17,20)",C16H24N2O2,276.0,2.71,4.7,2.2,15.0,-140.0,2.3089878601687666,1,HIGHDIVERSITY_CONCAT,HighDiv_277
CC/C=C(\CN)C(=O)C1=CC(N=O)=C(Br)C=C1O,12/000000510,"InChI=1S/C12H13BrN2O3/c1-2-3-7(6-14)12(17)8-4-10(15-18)9(13)5-11(8)16/h3-5,16H,2,6,14H2,1H3/b7-3+",C12H13N2O3Br,313.0,1.69,4.7,3.9,2.35,-40.0,3.466785618299607,1,HIGHDIVERSITY_CONCAT,HighDiv_278
O=C(NC1=CC(O)=CC(OCCl)=C1)C1=CC(S)=CC(S)=C1Br,29/000000039,"InChI=1S/C14H11BrClNO3S2/c15-13-11(4-10(21)5-12(13)22)14(19)17-7-1-8(18)3-9(2-7)20-6-16/h1-5,18,21-22H,6H2,(H,17,19)",C14H11NO3S2ClBr,420.0,4.46,4.7,3.81,4.94,-45.0,3.1170095110329106,1,HIGHDIVERSITY_CONCAT,HighDiv_279
C=C(CN)C(=O)NOCC1=C(Br)C(CO)=CC(C(=O)N=O)=C1,12/000000860,"InChI=1S/C13H14BrN3O5/c1-7(4-15)12(19)17-22-6-10-3-8(13(20)16-21)2-9(5-18)11(10)14/h2-3,18H,1,4-6,15H2,(H,17,19)",C13H14N3O5Br,372.0,0.46,4.7,6.63,23.1,-60.0,3.4695601238099636,1,HIGHDIVERSITY_CONCAT,HighDiv_280
C=CC(C=C)NCNCC1=C(Br)C(N=O)=CC(C(N)=O)=C1,12/000000979,"InChI=1S/C14H17BrN4O2/c1-3-11(4-2)18-8-17-7-10-5-9(14(16)20)6-12(19-21)13(10)15/h3-6,11,17-18H,1-2,7-8H2,(H2,16,20)",C14H17N4O2Br,353.0,1.6,4.7,6.16,3.72,-180.0,3.7299788431042344,1,HIGHDIVERSITY_CONCAT,HighDiv_281
COCC(=O)C1=CC(O)=C(Br)C(N(O)C(C)=O)=C1,12/000000161,"InChI=1S/C11H12BrNO5/c1-6(14)13(17)8-3-7(10(16)5-18-2)4-9(15)11(8)12/h3-4,15,17H,5H2,1-2H3",C11H12NO5Br,318.0,0.45,4.7,4.54,3.72,-80.0,2.9905522508691647,1,HIGHDIVERSITY_CONCAT,HighDiv_282
O=C1C=C([C@@H](/C=C/C2=CC=CC(Cl)=C2O)CO)C(=O)N1,30/000000017,"InChI=1S/C14H12ClNO4/c15-11-3-1-2-8(13(11)19)4-5-9(7-17)10-6-12(18)16-14(10)20/h1-6,9,17,19H,7H2,(H,16,18,20)/b5-4+/t9-/m0/s1",C14H12NO4Cl,293.0,0.9,4.69,4.02,5.09,-150.0,3.6418692159611457,1,HIGHDIVERSITY_CONCAT,HighDiv_283
NOC1=CC(C(=O)O)=CC(CC(=O)CCBr)=C1Br,12/000001427,"InChI=1S/C11H11Br2NO4/c12-2-1-8(15)4-6-3-7(11(16)17)5-9(18-14)10(6)13/h3,5H,1-2,4,14H2,(H,16,17)",C11H11NO4Br2,381.0,1.6,4.69,7.01,2.64,0.0,3.000227925991916,1,HIGHDIVERSITY_CONCAT,HighDiv_284
CNCNCC1=C(Br)C(N=O)=CC(C(=O)[C@H]2CCON2)=C1,12/000000093,"InChI=1S/C13H17BrN4O3/c1-15-7-16-6-9-4-8(5-11(17-20)12(9)14)13(19)10-2-3-21-18-10/h4-5,10,15-16,18H,2-3,6-7H2,1H3/t10-/m1/s1",C13H17N4O3Br,357.0,1.54,4.69,3.3,5.24,-190.0,4.223496886918673,1,HIGHDIVERSITY_CONCAT,HighDiv_285
O=C(O)C1=CC(C/C=C/CC2=CON=C2O)=C([N+](=O)[O-])O1,3/000000173,"InChI=1S/C12H10N2O7/c15-10-8(6-20-13-10)4-2-1-3-7-5-9(12(16)17)21-11(7)14(18)19/h1-2,5-6H,3-4H2,(H,13,15)(H,16,17)/b2-1+",C12H10N2O7,294.0,1.38,4.69,5.17,4.16,0.0,3.664894548814132,1,HIGHDIVERSITY_CONCAT,HighDiv_286
NOC1=CC(C(=O)O)=CC(C[C@@H](N)CBr)=C1Br,12/000001200,"InChI=1S/C10H12Br2N2O3/c11-4-7(13)2-5-1-6(10(15)16)3-8(17-14)9(5)12/h1,3,7H,2,4,13-14H2,(H,15,16)/p+1/t7-/m1/s1",C10H13N2O3Br2,369.0,1.39,4.69,4.71,2.48,-150.0,4.117305037375299,1,HIGHDIVERSITY_CONCAT,HighDiv_287
NOC1=CC(C(=O)O)=CC(OC(=O)CC[C@@H]2COCN2)=C1Br,12/000001363,"InChI=1S/C13H15BrN2O6/c14-12-9(3-7(13(18)19)4-10(12)22-15)21-11(17)2-1-8-5-20-6-16-8/h3-4,8,16H,1-2,5-6,15H2,(H,18,19)/t8-/m1/s1",C13H15N2O6Br,375.0,0.33,4.69,6.23,20.7,-150.0,3.647134624827427,1,HIGHDIVERSITY_CONCAT,HighDiv_288
CC1=C(C#CCCCCON)C=C(N2CCNC2=O)C=C1O,28/000000548,"InChI=1S/C16H21N3O3/c1-12-13(6-4-2-3-5-9-22-17)10-14(11-15(12)20)19-8-7-18-16(19)21/h10-11,20H,2-3,5,7-9,17H2,1H3,(H,18,21)",C16H21N3O3,303.0,0.88,4.69,3.1,20.4,-140.0,3.099227327410082,1,HIGHDIVERSITY_CONCAT,HighDiv_289
CCC#C/C=C\CCCC1=CC(C(=O)O)=CC(O)=C1C(=O)O,3/000000232,"InChI=1S/C17H18O5/c1-2-3-4-5-6-7-8-9-12-10-13(16(19)20)11-14(18)15(12)17(21)22/h5-6,10-11,18H,2,7-9H2,1H3,(H,19,20)(H,21,22)/b6-5-",C17H18O5,302.0,2.93,4.69,4.41,4.16,-80.0,2.9112856648790633,1,HIGHDIVERSITY_CONCAT,HighDiv_290
CCOCN[C@H](Cl)CC1=C(Br)C(CO)=CC(C(=O)N=O)=C1,12/000000778,"InChI=1S/C13H16BrClN2O4/c1-2-21-7-16-11(15)5-8-3-9(13(19)17-20)4-10(6-18)12(8)14/h3-4,11,16,18H,2,5-7H2,1H3/t11-/m0/s1",C13H16N2O4ClBr,379.0,2.05,4.69,7.03,20.2,-200.0,3.888092440339383,1,HIGHDIVERSITY_CONCAT,HighDiv_291
CC1=C(C#CCCCN)C=C(N2CCNC2=O)C=C1O,28/000000537,"InChI=1S/C15H19N3O2/c1-11-12(5-3-2-4-6-16)9-13(10-14(11)19)18-8-7-17-15(18)20/h9-10,19H,2,4,6-8,16H2,1H3,(H,17,20)",C15H19N3O2,273.0,0.97,4.69,2.35,18.6,-140.0,2.9838921690178104,1,HIGHDIVERSITY_CONCAT,HighDiv_292
O=NC(=O)C1=CC=C(Br)C([C@@H](S)C/C=C/CC2=NC(Cl)=CN2)=C1,12/000000042,"InChI=1S/C15H13BrClN3O2S/c16-11-6-5-9(15(21)20-22)7-10(11)12(23)3-1-2-4-14-18-8-13(17)19-14/h1-2,5-8,12,23H,3-4H2,(H,18,19)/b2-1+/t12-/m0/s1",C15H13N3O2SClBr,414.0,4.13,4.68,4.44,5.39,-150.0,4.234726016970116,1,HIGHDIVERSITY_CONCAT,HighDiv_293
O=C1NCCN1C1=CC(O)=CC(C#CCC[N+](=O)[O-])=C1,28/000000376,"InChI=1S/C13H13N3O4/c17-12-8-10(3-1-2-5-16(19)20)7-11(9-12)15-6-4-14-13(15)18/h7-9,17H,2,4-6H2,(H,14,18)",C13H13N3O4,275.0,1.13,4.68,3.82,21.2,-120.0,3.157416619567262,1,HIGHDIVERSITY_CONCAT,HighDiv_294
NOC1=CC(C(=O)O)=CC(OC(=O)/C=C/CCC(=O)O)=C1Br,12/000001304,"InChI=1S/C13H12BrNO7/c14-12-8(5-7(13(19)20)6-9(12)22-15)21-11(18)4-2-1-3-10(16)17/h2,4-6H,1,3,15H2,(H,16,17)(H,19,20)/b4-2+",C13H12NO7Br,374.0,0.73,4.68,6.84,22.1,-60.0,2.8017460429755445,1,HIGHDIVERSITY_CONCAT,HighDiv_295
O=NC1=CC(F)=C(O)C=C1C1=CNC(CBr)=C1,6/000000092,"InChI=1S/C11H8BrFN2O2/c12-4-7-1-6(5-14-7)8-2-11(16)9(13)3-10(8)15-17/h1-3,5,14,16H,4H2",C11H8N2O2FBr,299.0,2.78,4.68,2.55,19.0,-120.0,3.4692165000074953,1,HIGHDIVERSITY_CONCAT,HighDiv_296
N[C@@H](C#CCCC1=C(Br)C(O)=CC(C(=O)N=O)=C1)C(=O)O,12/000000852,"InChI=1S/C13H11BrN2O5/c14-11-7(3-1-2-4-9(15)13(19)20)5-8(6-10(11)17)12(18)16-21/h5-6,9,17H,1,3,15H2,(H,19,20)/p+1/t9-/m0/s1",C13H11N2O5Br,355.0,0.59,4.68,5.06,3.98,-180.0,4.253662350692187,1,HIGHDIVERSITY_CONCAT,HighDiv_297
O=NC1=C(Br)C(CC(=O)O)=CC(C(=O)[C@H]2CCNN2)=C1,12/000000080,"InChI=1S/C12H12BrN3O4/c13-11-6(5-10(17)18)3-7(4-9(11)16-20)12(19)8-1-2-14-15-8/h3-4,8,14-15H,1-2,5H2,(H,17,18)/t8-/m1/s1",C12H12N3O4Br,342.0,1.92,4.68,3.0,3.58,-190.0,3.962266698478629,1,HIGHDIVERSITY_CONCAT,HighDiv_298
CCCNCC#CCCC1=C(Br)C(O)=CC(C(=O)N=O)=C1,12/000000806,"InChI=1S/C15H17BrN2O3/c1-2-7-17-8-5-3-4-6-11-9-12(15(20)18-21)10-13(19)14(11)16/h9-10,17,19H,2,4,6-8H2,1H3/p+1",C15H18N2O3Br,354.0,2.91,4.68,3.99,5.21,-50.0,4.1311208087610805,1,HIGHDIVERSITY_CONCAT,HighDiv_299
NC[C@H](Cl)C(=O)C1=CC(S)=C(Br)C(N=O)=C1,12/000000963,"InChI=1S/C9H8BrClN2O2S/c10-8-6(13-15)1-4(2-7(8)16)9(14)5(11)3-12/h1-2,5,16H,3,12H2/t5-/m0/s1",C9H8N2O2SClBr,323.0,1.91,4.67,3.37,2.35,-170.0,4.218263634179779,1,HIGHDIVERSITY_CONCAT,HighDiv_300
NCC1=C(C/C=C/[C@H](/C=C\CBr)C2=CCOC2)OC(C(=O)O)=N1,3/000000240,"InChI=1S/C16H19BrN2O4/c17-7-2-4-11(12-6-8-22-10-12)3-1-5-14-13(9-18)19-15(23-14)16(20)21/h1-4,6,11H,5,7-10,18H2,(H,20,21)/b3-1+,4-2-/t11-/m1/s1",C16H19N2O4Br,383.0,0.91,4.67,7.64,6.72,-150.0,4.747203790638755,1,HIGHDIVERSITY_CONCAT,HighDiv_301
C=CC1=C(C(C)=O)C=C(I)C(C2=NC(CC(=O)O)=NN2)=N1,4/000000216,"InChI=1S/C13H11IN4O3/c1-3-9-7(6(2)19)4-8(14)12(15-9)13-16-10(17-18-13)5-11(20)21/h3-4H,1,5H2,2H3,(H,20,21)(H,16,17,18)",C13H11N4O3I,398.0,1.99,4.67,7.9,23.0,-140.0,3.4318201386507923,1,HIGHDIVERSITY_CONCAT,HighDiv_302
NCNCC#CCC1=C(Br)C(O)=CC(C(=O)N=O)=C1,12/000000768,"InChI=1S/C12H12BrN3O3/c13-11-8(3-1-2-4-15-7-14)5-9(6-10(11)17)12(18)16-19/h5-6,15,17H,3-4,7,14H2",C12H12N3O3Br,326.0,1.32,4.67,6.33,3.85,0.0,3.613716695003807,1,HIGHDIVERSITY_CONCAT,HighDiv_303
O=C1NCCN1C1=CC(CCCCF)=C(I)C(O)=C1,28/000000331,"InChI=1S/C13H16FIN2O2/c14-4-2-1-3-9-7-10(8-11(18)12(9)15)17-6-5-16-13(17)19/h7-8,18H,1-6H2,(H,16,19)",C13H16N2O2FI,378.0,2.91,4.67,4.95,17.6,-120.0,3.0319595385898293,1,HIGHDIVERSITY_CONCAT,HighDiv_304
O=NC1=CC(C(=O)CCl)=CC(CCNCC/C=C/[C@@H]2CCNC2)=C1Br,12/000000934,"InChI=1S/C18H23BrClN3O2/c19-18-14(9-15(17(24)11-20)10-16(18)23-25)5-8-21-6-2-1-3-13-4-7-22-12-13/h1,3,9-10,13,21-22H,2,4-8,11-12H2/b3-1+/t13-/m1/s1",C18H23N3O2ClBr,428.0,2.65,4.67,4.06,4.94,-150.0,3.862447698211927,1,HIGHDIVERSITY_CONCAT,HighDiv_305
C=CC1=C(S)C=C(I)C(C2=NC(CC(=O)O)=NN2)=N1,4/000000192,"InChI=1S/C11H9IN4O2S/c1-2-6-7(19)3-5(12)10(13-6)11-14-8(15-16-11)4-9(17)18/h2-3,19H,1,4H2,(H,17,18)(H,14,15,16)",C11H9N4O2SI,388.0,2.53,4.67,6.7,22.1,-120.0,3.7378794168972984,1,HIGHDIVERSITY_CONCAT,HighDiv_306
NOC1=C(Br)C(C2=CNN(CCl)C2)=CC(C(=O)O)=C1,12/000001328,"InChI=1S/C11H11BrClN3O3/c12-10-8(7-3-15-16(4-7)5-13)1-6(11(17)18)2-9(10)19-14/h1-3,15H,4-5,14H2,(H,17,18)",C11H11N3O3ClBr,348.0,1.1,4.67,4.47,19.0,-120.0,3.6417631447079497,1,HIGHDIVERSITY_CONCAT,HighDiv_307
CN/C=C/C(=O)C1=CC([C@@H](O)C(=O)O)=C(Br)C(N=O)=C1,12/000000897,"InChI=1S/C12H11BrN2O5/c1-14-3-2-9(16)6-4-7(11(17)12(18)19)10(13)8(5-6)15-20/h2-5,11,14,17H,1H3,(H,18,19)/b3-2+/t11-/m1/s1",C12H11N2O5Br,343.0,0.64,4.67,3.59,3.72,-190.0,3.836605513625745,1,HIGHDIVERSITY_CONCAT,HighDiv_308
CCCC1=CC(C2=CC(O)=C(F)C=C2N=O)=C(C=S)N1,6/000000146,"InChI=1S/C14H13FN2O2S/c1-2-3-8-4-9(13(7-20)16-8)10-5-14(18)11(15)6-12(10)17-19/h4-7,16,18H,2-3H2,1H3",C14H13N2O2SF,292.0,2.78,4.67,6.18,22.8,-180.0,3.5885451660208085,1,HIGHDIVERSITY_CONCAT,HighDiv_309
C=CC1=C(C(=C)N)C=C(I)C(C2=NC(CC(=O)O)=NN2)=N1,4/000000215,"InChI=1S/C13H12IN5O2/c1-3-9-7(6(2)15)4-8(14)12(16-9)13-17-10(18-19-13)5-11(20)21/h3-4H,1-2,5,15H2,(H,20,21)(H,17,18,19)",C13H12N5O2I,397.0,2.17,4.66,7.53,23.2,-120.0,3.705799086019214,1,HIGHDIVERSITY_CONCAT,HighDiv_310
CSCC1=C(O)C(O)=CC(N2CCNC2=O)=C1,28/000000272,"InChI=1S/C11H14N2O3S/c1-17-6-7-4-8(5-9(14)10(7)15)13-3-2-12-11(13)16/h4-5,14-15H,2-3,6H2,1H3,(H,12,16)",C11H14N2O3S,254.0,0.77,4.66,2.51,15.7,-140.0,2.774328120302094,1,HIGHDIVERSITY_CONCAT,HighDiv_311
NOC1=C(Br)C(C#CCCCC=S)=CC(C(=O)O)=C1,12/000001191,"InChI=1S/C13H12BrNO3S/c14-12-9(5-3-1-2-4-6-19)7-10(13(16)17)8-11(12)18-15/h6-8H,1-2,4,15H2,(H,16,17)",C13H12NO3SBr,342.0,2.25,4.66,5.76,20.8,0.0,3.466289771926883,1,HIGHDIVERSITY_CONCAT,HighDiv_312
CC/C=C/[C@@H](C#CC1=CC(O)=CC=C1)CCO,23/000000141,"InChI=1S/C15H18O2/c1-2-3-5-13(10-11-16)8-9-14-6-4-7-15(17)12-14/h3-7,12-13,16-17H,2,10-11H2,1H3/b5-3+/t13-/m0/s1",C15H18O2,230.0,2.94,4.66,3.09,14.0,-170.0,3.565642729682992,1,HIGHDIVERSITY_CONCAT,HighDiv_313
O=NC(=O)C1=CC(O)=C(Br)C(C[C@@H](O)/C=C/C(=O)NO)=C1,12/000000078,"InChI=1S/C12H11BrN2O6/c13-11-6(4-8(16)1-2-10(18)14-20)3-7(5-9(11)17)12(19)15-21/h1-3,5,8,16-17,20H,4H2,(H,14,18)/b2-1+/t8-/m0/s1",C12H11N2O6Br,359.0,0.76,4.66,5.07,5.21,-180.0,3.733857955087792,1,HIGHDIVERSITY_CONCAT,HighDiv_314
CCCC1=CC(C2=CC(O)=C(F)C=C2N=O)=CN1,6/000000137,"InChI=1S/C13H13FN2O2/c1-2-3-9-4-8(7-15-9)10-5-13(17)11(14)6-12(10)16-18/h4-7,15,17H,2-3H2,1H3",C13H13N2O2F,248.0,2.82,4.66,2.94,18.5,-180.0,3.164276349068838,1,HIGHDIVERSITY_CONCAT,HighDiv_315
COCC(=O)C1=CC(O)=C(Br)C(OC/C=C/CO)=C1,12/000000671,"InChI=1S/C13H15BrO5/c1-18-8-11(17)9-6-10(16)13(14)12(7-9)19-5-3-2-4-15/h2-3,6-7,15-16H,4-5,8H2,1H3/b3-2+",C13H15O5Br,331.0,1.54,4.65,3.86,3.58,-20.0,2.801693026364754,1,HIGHDIVERSITY_CONCAT,HighDiv_316
CCC#C/C(=C\CCCC1=CC(C(=O)O)=CC(O)=C1)CN,3/000000190,"InChI=1S/C17H21NO3/c1-2-3-6-13(12-18)7-4-5-8-14-9-15(17(20)21)11-16(19)10-14/h7,9-11,19H,2,4-5,8,12,18H2,1H3,(H,20,21)/b13-7+",C17H21NO3,287.0,2.35,4.65,2.51,5.21,-50.0,3.0988948140661217,1,HIGHDIVERSITY_CONCAT,HighDiv_317
NCC/C=C(\CNN)C(=O)C1=CC(N=O)=C(Br)C=C1O,12/000000484,"InChI=1S/C12H15BrN4O3/c13-9-5-11(18)8(4-10(9)17-20)12(19)7(6-16-15)2-1-3-14/h2,4-5,16,18H,1,3,6,14-15H2/b7-2+",C12H15N4O3Br,343.0,0.27,4.65,4.14,3.7,-40.0,3.6754286159042575,1,HIGHDIVERSITY_CONCAT,HighDiv_318
C=C[C@@H](O)COC1=CC(C(=O)O)=CC(ON)=C1Br,12/000001284,"InChI=1S/C11H12BrNO5/c1-2-7(14)5-17-8-3-6(11(15)16)4-9(18-13)10(8)12/h2-4,7,14H,1,5,13H2,(H,15,16)/t7-/m1/s1",C11H12NO5Br,318.0,0.89,4.65,4.94,16.5,-150.0,3.3299233046035814,1,HIGHDIVERSITY_CONCAT,HighDiv_319
NC/C=C/CC1=CC(C(=O)O)=CC(ON)=C1Br,12/000001113,"InChI=1S/C11H13BrN2O3/c12-10-7(3-1-2-4-13)5-8(11(15)16)6-9(10)17-14/h1-2,5-6H,3-4,13-14H2,(H,15,16)/b2-1+",C11H13N2O3Br,301.0,0.84,4.65,6.29,2.48,0.0,3.133479290870657,1,HIGHDIVERSITY_CONCAT,HighDiv_320
NCC1=C(Cl)C(C2=CC(=O)C=C(C(=O)O)C2=O)=CC=C1F,10/000000131,"InChI=1S/C14H9ClFNO4/c15-12-7(1-2-11(16)10(12)5-17)8-3-6(18)4-9(13(8)19)14(20)21/h1-4H,5,17H2,(H,20,21)",C14H9NO4FCl,309.0,1.07,4.65,5.01,2.47,-160.0,2.9584590050475548,1,HIGHDIVERSITY_CONCAT,HighDiv_321
C/C=C\C1=NN=C([C@H](S)/C=C/C2=NC(CCl)=NN2C(=O)CO)N1,8/000000025,"InChI=1S/C13H15ClN6O2S/c1-2-3-9-16-13(18-17-9)8(23)4-5-11-15-10(6-14)19-20(11)12(22)7-21/h2-5,8,21,23H,6-7H2,1H3,(H,16,17,18)/b3-2-,5-4+/t8-/m1/s1",C13H15N6O2SCl,354.0,1.61,4.65,3.35,6.45,-170.0,4.780327218893191,1,HIGHDIVERSITY_CONCAT,HighDiv_322
CCNCCC1=C(Br)C(ON)=CC(C(=O)O)=C1,12/000001274,"InChI=1S/C11H15BrN2O3/c1-2-14-4-3-7-5-8(11(15)16)6-9(17-13)10(7)12/h5-6,14H,2-4,13H2,1H3,(H,15,16)/p+1",C11H16N2O3Br,304.0,1.06,4.65,6.68,2.48,-20.0,3.8196976855194857,1,HIGHDIVERSITY_CONCAT,HighDiv_323
C=C(CCO)C(=O)C1=CC(CC(=O)O)=C(Br)C(N=O)=C1,12/000000091,"InChI=1S/C13H12BrNO5/c1-7(2-3-16)13(19)9-4-8(6-11(17)18)12(14)10(5-9)15-20/h4-5,16H,1-3,6H2,(H,17,18)",C13H12NO5Br,342.0,1.18,4.65,3.36,3.58,-40.0,3.2508481611388973,1,HIGHDIVERSITY_CONCAT,HighDiv_324
NOC1=CC(C(=O)O)=CC(OC/C=C/C=S)=C1Br,12/000001405,"InChI=1S/C11H10BrNO4S/c12-10-8(16-3-1-2-4-18)5-7(11(14)15)6-9(10)17-13/h1-2,4-6H,3,13H2,(H,14,15)/b2-1+",C11H10NO4SBr,332.0,1.2,4.65,5.98,19.0,0.0,3.2598923490688376,1,HIGHDIVERSITY_CONCAT,HighDiv_325
C/C=C(\C#CCC1=C(CO)N=C(C(=O)O)O1)CCC,3/000000096,"InChI=1S/C14H17NO4/c1-3-6-10(4-2)7-5-8-12-11(9-16)15-13(19-12)14(17)18/h4,16H,3,6,8-9H2,1-2H3,(H,17,18)/b10-4-",C14H17NO4,263.0,1.06,4.64,5.44,22.0,-170.0,3.7797560441162337,1,HIGHDIVERSITY_CONCAT,HighDiv_326
NCC1=C(CC(=O)O)OC(C2=C(F)C=C(S)C=C2Br)=C1,20/000000021,"InChI=1S/C13H11BrFNO3S/c14-8-2-7(20)3-9(15)13(8)11-1-6(5-16)10(19-11)4-12(17)18/h1-3,20H,4-5,16H2,(H,17,18)",C13H11NO3SFBr,360.0,2.48,4.64,5.25,2.35,-120.0,3.334000410776053,1,HIGHDIVERSITY_CONCAT,HighDiv_327
OCC1=C(/C=C/C2=CN=CC(C3=CC(CCl)=CO3)=C2)C=C(O)C(I)=C1,7/000000013,"InChI=1S/C19H15ClINO3/c20-7-13-4-19(25-11-13)15-3-12(8-22-9-15)1-2-14-6-18(24)17(21)5-16(14)10-23/h1-6,8-9,11,23-24H,7,10H2/b2-1+",C19H15NO3ClI,467.0,3.85,4.64,4.51,21.0,-140.0,3.273277671712936,1,HIGHDIVERSITY_CONCAT,HighDiv_328
